#Source de ce jeu de données : https://coronavirus.politologue.com - Les données proposées dans ce fichier sont une compilation des données proposées par le CSSE (The Johns Hopkins University) https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6
#Les données de ce fichier sont celles qui sont produites pour générer les graphiques sur https: //coronavirus.politologue.com
#Vous pouvez utiliser ces données sans problème et une référence à https://coronavirus.politologue.com sera appréciable
Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
2020-03-09;Andorre;1;0;0;0.00;0.00;100.00
2020-03-09;Émirats Arabes Unis;45;0;7;0.00;15.56;84.44
2020-03-09;Afghanistan;4;0;0;0.00;0.00;100.00
2020-03-09;Albanie;2;0;0;0.00;0.00;100.00
2020-03-09;Arménie;1;0;0;0.00;0.00;100.00
2020-03-09;Argentine;12;1;0;8.33;0.00;91.67
2020-03-09;Autriche;131;0;2;0.00;1.53;98.47
2020-03-09;Australie;91;4;21;4.40;23.08;72.53
2020-03-09;Azerbaïdjan;9;0;0;0.00;0.00;100.00
2020-03-09;Bosnie-Herzégovine;3;0;0;0.00;0.00;100.00
2020-03-09;Bangladesh;3;0;0;0.00;0.00;100.00
2020-03-09;Belgique;239;0;1;0.00;0.42;99.58
2020-03-09;Bulgarie;4;0;0;0.00;0.00;100.00
2020-03-09;Bahreïn;95;0;14;0.00;14.74;85.26
2020-03-09;Brunéi Darussalam;1;0;0;0.00;0.00;100.00
2020-03-09;Brésil;25;0;0;0.00;0.00;100.00
2020-03-09;Saint Barthélemy;1;0;0;0.00;0.00;100.00
2020-03-09;Bhoutan;1;0;0;0.00;0.00;100.00
2020-03-09;Bélarus;6;0;1;0.00;16.67;83.33
2020-03-09;Canada;76;1;8;1.32;10.53;88.16
2020-03-09;Suisse;374;2;3;0.53;0.80;98.66
2020-03-09;Chili;8;0;0;0.00;0.00;100.00
2020-03-09;Cameroun;2;0;0;0.00;0.00;100.00
2020-03-09;Chine;80735;3120;58735;3.86;72.75;23.39
2020-03-09;Colombie;1;0;0;0.00;0.00;100.00
2020-03-09;Costa Rica;9;0;0;0.00;0.00;100.00
2020-03-09;Chypre;2;0;0;0.00;0.00;100.00
2020-03-09;République Tchèque;31;0;0;0.00;0.00;100.00
2020-03-09;Allemagne;1176;2;18;0.17;1.53;98.30
2020-03-09;Danemark;90;0;1;0.00;1.11;98.89
2020-03-09;République Dominicaine;5;0;0;0.00;0.00;100.00
2020-03-09;Algérie;20;0;0;0.00;0.00;100.00
2020-03-09;Équateur;15;0;0;0.00;0.00;100.00
2020-03-09;Estonie;10;0;0;0.00;0.00;100.00
2020-03-09;Égypte;55;1;12;1.82;21.82;76.36
2020-03-09;Espagne;1073;28;32;2.61;2.98;94.41
2020-03-09;Finlande;30;0;1;0.00;3.33;96.67
2020-03-09;Îles Féroé;2;0;0;0.00;0.00;100.00
2020-03-09;France;1209;25;12;1.57;0.99;97.44
2020-03-09;Royaume-Uni;321;4;18;1.25;5.61;93.15
2020-03-09;Guyane Française;5;0;0;0.00;0.00;100.00
2020-03-09;Géorgie;15;0;0;0.00;0.00;100.00
2020-03-09;Gibraltar;1;0;0;0.00;0.00;100.00
2020-03-09;Grèce;73;0;0;0.00;0.00;100.00
2020-03-09;Hong-Kong;115;3;59;2.61;51.30;46.09
2020-03-09;Croatie;12;0;0;0.00;0.00;100.00
2020-03-09;Hongrie;9;0;0;0.00;0.00;100.00
2020-03-09;Indonésie;19;0;0;0.00;0.00;100.00
2020-03-09;Irlande;21;0;0;0.00;0.00;100.00
2020-03-09;Israël;39;0;2;0.00;5.13;94.87
2020-03-09;Inde;43;0;3;0.00;6.98;93.02
2020-03-09;Iraq;60;6;9;10.00;15.00;75.00
2020-03-09;Iran;7161;237;2394;3.31;33.43;63.26
2020-03-09;Islande;58;0;0;0.00;0.00;100.00
2020-03-09;Italie;9172;463;724;5.05;7.89;87.06
2020-03-09;Jordanie;1;0;0;0.00;0.00;100.00
2020-03-09;Japon;511;17;76;3.33;14.87;81.80
2020-03-09;Cambodge;2;0;1;0.00;50.00;50.00
2020-03-09;Corée du Sud;7478;53;118;0.71;1.58;97.71
2020-03-09;Koweït;64;0;1;0.00;1.56;98.44
2020-03-09;Liban;32;0;1;0.00;3.13;96.88
2020-03-09;Liechtenstein;1;0;0;0.00;0.00;100.00
2020-03-09;Sri Lanka;1;0;1;0.00;100.00;0.00
2020-03-09;Lituanie;1;0;0;0.00;0.00;100.00
2020-03-09;Luxembourg;3;0;0;0.00;0.00;100.00
2020-03-09;Lettonie;6;0;0;0.00;0.00;100.00
2020-03-09;Maroc;2;0;0;0.00;0.00;100.00
2020-03-09;Monaco;1;0;0;0.00;0.00;100.00
2020-03-09;Moldavie;1;0;0;0.00;0.00;100.00
2020-03-09;Saint Martin;2;0;0;0.00;0.00;100.00
2020-03-09;Macédoine;3;0;0;0.00;0.00;100.00
2020-03-09;Macao;10;0;10;0.00;100.00;0.00
2020-03-09;Martinique;2;0;0;0.00;0.00;100.00
2020-03-09;Malte;3;0;0;0.00;0.00;100.00
2020-03-09;Maldives;4;0;0;0.00;0.00;100.00
2020-03-09;Mexique;7;0;1;0.00;14.29;85.71
2020-03-09;Nigéria;2;0;0;0.00;0.00;100.00
2020-03-09;Malaisie;117;0;24;0.00;20.51;79.49
2020-03-09;Norvège;205;0;1;0.00;0.49;99.51
2020-03-09;Pays-Bas;321;3;0;0.93;0.00;99.07
2020-03-09;Népal;1;0;1;0.00;100.00;0.00
2020-03-09;Nouvelle-Zélande;5;0;0;0.00;0.00;100.00
2020-03-09;Oman;16;0;2;0.00;12.50;87.50
2020-03-09;Pérou;7;0;0;0.00;0.00;100.00
2020-03-09;Philippines;20;1;1;5.00;5.00;90.00
2020-03-09;Pakistan;6;0;1;0.00;16.67;83.33
2020-03-09;Pologne;16;0;0;0.00;0.00;100.00
2020-03-09;Palestine;22;0;0;0.00;0.00;100.00
2020-03-09;Portugal;30;0;0;0.00;0.00;100.00
2020-03-09;Paraguay;1;0;0;0.00;0.00;100.00
2020-03-09;Qatar;18;0;0;0.00;0.00;100.00
2020-03-09;Roumanie;15;0;3;0.00;20.00;80.00
2020-03-09;Serbie;1;0;0;0.00;0.00;100.00
2020-03-09;Fédération de Russie;17;0;3;0.00;17.65;82.35
2020-03-09;Arabie Saoudite;15;0;0;0.00;0.00;100.00
2020-03-09;Suède;248;0;1;0.00;0.40;99.60
2020-03-09;Singapour;150;0;78;0.00;52.00;48.00
2020-03-09;Slovaquie;3;0;0;0.00;0.00;100.00
2020-03-09;Slovénie;16;0;0;0.00;0.00;100.00
2020-03-09;Saint-Marin;36;1;0;2.78;0.00;97.22
2020-03-09;Sénégal;4;0;1;0.00;25.00;75.00
2020-03-09;Togo;1;0;0;0.00;0.00;100.00
2020-03-09;Thaïlande;50;1;31;2.00;62.00;36.00
2020-03-09;Tunisie;2;0;0;0.00;0.00;100.00
2020-03-09;Taïwan;45;1;15;2.22;33.33;64.44
2020-03-09;Ukraine;1;0;0;0.00;0.00;100.00
2020-03-09;États-Unis;605;22;8;3.64;1.32;95.04
2020-03-09;Vatican;1;0;0;0.00;0.00;100.00
2020-03-09;Viet Nam;30;0;16;0.00;53.33;46.67
2020-03-09;Afrique du Sud;3;0;0;0.00;0.00;100.00
2020-03-09;Autres;696;6;40;0.86;5.75;93.39
2020-03-08;Autres;696;6;40;0.86;5.75;93.39
2020-03-08;Afrique du Sud;3;0;0;0.00;0.00;100.00
2020-03-08;Viet Nam;30;0;16;0.00;53.33;46.67
2020-03-08;Vatican;1;0;0;0.00;0.00;100.00
2020-03-08;États-Unis;537;21;8;3.91;1.49;94.60
2020-03-08;Ukraine;1;0;0;0.00;0.00;100.00
2020-03-08;Taïwan;45;1;13;2.22;28.89;68.89
2020-03-08;Tunisie;2;0;0;0.00;0.00;100.00
2020-03-08;Thaïlande;50;1;31;2.00;62.00;36.00
2020-03-08;Togo;1;0;0;0.00;0.00;100.00
2020-03-08;Sénégal;4;0;1;0.00;25.00;75.00
2020-03-08;Saint-Marin;36;1;0;2.78;0.00;97.22
2020-03-08;Slovaquie;3;0;0;0.00;0.00;100.00
2020-03-08;Slovénie;16;0;0;0.00;0.00;100.00
2020-03-08;Singapour;150;0;78;0.00;52.00;48.00
2020-03-08;Suède;203;0;0;0.00;0.00;100.00
2020-03-08;Arabie Saoudite;11;0;0;0.00;0.00;100.00
2020-03-08;Fédération de Russie;17;0;3;0.00;17.65;82.35
2020-03-08;Serbie;1;0;0;0.00;0.00;100.00
2020-03-08;Roumanie;15;0;3;0.00;20.00;80.00
2020-03-08;Qatar;15;0;0;0.00;0.00;100.00
2020-03-08;Portugal;30;0;0;0.00;0.00;100.00
2020-03-08;Palestine;22;0;0;0.00;0.00;100.00
2020-03-08;Paraguay;1;0;0;0.00;0.00;100.00
2020-03-08;Pologne;11;0;0;0.00;0.00;100.00
2020-03-08;Pakistan;6;0;1;0.00;16.67;83.33
2020-03-08;Philippines;10;1;1;10.00;10.00;80.00
2020-03-08;Oman;16;0;2;0.00;12.50;87.50
2020-03-08;Pérou;6;0;0;0.00;0.00;100.00
2020-03-08;Népal;1;0;1;0.00;100.00;0.00
2020-03-08;Nouvelle-Zélande;5;0;0;0.00;0.00;100.00
2020-03-08;Pays-Bas;265;3;0;1.13;0.00;98.87
2020-03-08;Norvège;176;0;0;0.00;0.00;100.00
2020-03-08;Malaisie;99;0;24;0.00;24.24;75.76
2020-03-08;Nigéria;1;0;0;0.00;0.00;100.00
2020-03-08;Macao;10;0;10;0.00;100.00;0.00
2020-03-08;Maldives;4;0;0;0.00;0.00;100.00
2020-03-08;Mexique;7;0;1;0.00;14.29;85.71
2020-03-08;Martinique;2;0;0;0.00;0.00;100.00
2020-03-08;Malte;3;0;0;0.00;0.00;100.00
2020-03-08;Macédoine;3;0;0;0.00;0.00;100.00
2020-03-08;Monaco;1;0;0;0.00;0.00;100.00
2020-03-08;Lettonie;2;0;0;0.00;0.00;100.00
2020-03-08;Luxembourg;3;0;0;0.00;0.00;100.00
2020-03-08;Maroc;2;0;0;0.00;0.00;100.00
2020-03-08;Moldavie;1;0;0;0.00;0.00;100.00
2020-03-08;Lituanie;1;0;0;0.00;0.00;100.00
2020-03-08;Liechtenstein;1;0;0;0.00;0.00;100.00
2020-03-08;Sri Lanka;1;0;1;0.00;100.00;0.00
2020-03-08;Liban;32;0;1;0.00;3.13;96.88
2020-03-08;Koweït;64;0;1;0.00;1.56;98.44
2020-03-08;Corée du Sud;7314;50;118;0.68;1.61;97.70
2020-03-08;Cambodge;2;0;1;0.00;50.00;50.00
2020-03-08;Japon;502;6;76;1.20;15.14;83.67
2020-03-08;Jordanie;1;0;0;0.00;0.00;100.00
2020-03-08;Italie;7375;366;622;4.96;8.43;86.60
2020-03-08;Islande;50;0;0;0.00;0.00;100.00
2020-03-08;Iran;6566;194;2134;2.95;32.50;64.54
2020-03-08;Iraq;60;6;0;10.00;0.00;90.00
2020-03-08;Inde;39;0;3;0.00;7.69;92.31
2020-03-08;Israël;39;0;2;0.00;5.13;94.87
2020-03-08;Irlande;19;0;0;0.00;0.00;100.00
2020-03-08;Indonésie;6;0;0;0.00;0.00;100.00
2020-03-08;Hongrie;7;0;0;0.00;0.00;100.00
2020-03-08;Croatie;12;0;0;0.00;0.00;100.00
2020-03-08;Hong-Kong;114;3;58;2.63;50.88;46.49
2020-03-08;Grèce;73;0;0;0.00;0.00;100.00
2020-03-08;Gibraltar;1;0;0;0.00;0.00;100.00
2020-03-08;Guyane Française;5;0;0;0.00;0.00;100.00
2020-03-08;Géorgie;13;0;0;0.00;0.00;100.00
2020-03-08;Royaume-Uni;273;3;18;1.10;6.59;92.31
2020-03-08;France;1126;19;12;1.69;1.07;97.25
2020-03-08;Îles Féroé;2;0;0;0.00;0.00;100.00
2020-03-08;Finlande;23;0;1;0.00;4.35;95.65
2020-03-08;Espagne;673;17;30;2.53;4.46;93.02
2020-03-08;Égypte;49;1;1;2.04;2.04;95.92
2020-03-08;Estonie;10;0;0;0.00;0.00;100.00
2020-03-08;Équateur;14;0;0;0.00;0.00;100.00
2020-03-08;Algérie;19;0;0;0.00;0.00;100.00
2020-03-08;République Dominicaine;5;0;0;0.00;0.00;100.00
2020-03-08;Danemark;35;0;1;0.00;2.86;97.14
2020-03-08;Allemagne;1040;0;18;0.00;1.73;98.27
2020-03-08;République Tchèque;31;0;0;0.00;0.00;100.00
2020-03-08;Costa Rica;5;0;0;0.00;0.00;100.00
2020-03-08;Colombie;1;0;0;0.00;0.00;100.00
2020-03-08;Cameroun;2;0;0;0.00;0.00;100.00
2020-03-08;Chili;8;0;0;0.00;0.00;100.00
2020-03-08;Chine;80699;3097;57320;3.84;71.03;25.13
2020-03-08;Suisse;337;2;3;0.59;0.89;98.52
2020-03-08;Canada;64;0;8;0.00;12.50;87.50
2020-03-08;Bélarus;6;0;0;0.00;0.00;100.00
2020-03-08;Bhoutan;1;0;0;0.00;0.00;100.00
2020-03-08;Saint Barthélemy;3;0;0;0.00;0.00;100.00
2020-03-08;Brésil;20;0;0;0.00;0.00;100.00
2020-03-08;Bulgarie;4;0;0;0.00;0.00;100.00
2020-03-08;Bahreïn;85;0;4;0.00;4.71;95.29
2020-03-08;Bosnie-Herzégovine;3;0;0;0.00;0.00;100.00
2020-03-08;Bangladesh;3;0;0;0.00;0.00;100.00
2020-03-08;Belgique;200;0;1;0.00;0.50;99.50
2020-03-08;Australie;76;4;21;5.26;27.63;67.11
2020-03-08;Azerbaïdjan;9;0;0;0.00;0.00;100.00
2020-03-08;Autriche;104;0;0;0.00;0.00;100.00
2020-03-08;Afghanistan;4;0;0;0.00;0.00;100.00
2020-03-08;Argentine;12;1;0;8.33;0.00;91.67
2020-03-08;Arménie;1;0;0;0.00;0.00;100.00
2020-03-08;Émirats Arabes Unis;45;0;7;0.00;15.56;84.44
2020-03-08;Andorre;1;0;0;0.00;0.00;100.00
2020-03-07;Andorre;1;0;0;0.00;0.00;100.00
2020-03-07;Émirats Arabes Unis;45;0;7;0.00;15.56;84.44
2020-03-07;Arménie;1;0;0;0.00;0.00;100.00
2020-03-07;Argentine;8;0;0;0.00;0.00;100.00
2020-03-07;Afghanistan;1;0;0;0.00;0.00;100.00
2020-03-07;Autriche;79;0;0;0.00;0.00;100.00
2020-03-07;Azerbaïdjan;9;0;0;0.00;0.00;100.00
2020-03-07;Australie;63;2;21;3.17;33.33;63.49
2020-03-07;Belgique;169;0;1;0.00;0.59;99.41
2020-03-07;Bosnie-Herzégovine;3;0;0;0.00;0.00;100.00
2020-03-07;Bahreïn;85;0;4;0.00;4.71;95.29
2020-03-07;Saint Barthélemy;3;0;0;0.00;0.00;100.00
2020-03-07;Brésil;13;0;0;0.00;0.00;100.00
2020-03-07;Bhoutan;1;0;0;0.00;0.00;100.00
2020-03-07;Bélarus;6;0;0;0.00;0.00;100.00
2020-03-07;Canada;54;0;8;0.00;14.81;85.19
2020-03-07;Suisse;268;1;3;0.37;1.12;98.51
2020-03-07;Chili;4;0;0;0.00;0.00;100.00
2020-03-07;Cameroun;1;0;0;0.00;0.00;100.00
2020-03-07;Chine;80652;3070;55478;3.81;68.79;27.41
2020-03-07;Colombie;1;0;0;0.00;0.00;100.00
2020-03-07;Costa Rica;1;0;0;0.00;0.00;100.00
2020-03-07;Danemark;23;0;1;0.00;4.35;95.65
2020-03-07;Allemagne;799;0;18;0.00;2.25;97.75
2020-03-07;République Dominicaine;2;0;0;0.00;0.00;100.00
2020-03-07;Algérie;17;0;0;0.00;0.00;100.00
2020-03-07;République Tchèque;19;0;0;0.00;0.00;100.00
2020-03-07;Équateur;13;0;0;0.00;0.00;100.00
2020-03-07;Estonie;10;0;0;0.00;0.00;100.00
2020-03-07;Égypte;15;0;1;0.00;6.67;93.33
2020-03-07;Espagne;500;10;30;2.00;6.00;92.00
2020-03-07;Finlande;15;0;1;0.00;6.67;93.33
2020-03-07;France;949;11;12;1.16;1.26;97.58
2020-03-07;Îles Féroé;1;0;0;0.00;0.00;100.00
2020-03-07;Royaume-Uni;206;2;18;0.97;8.74;90.29
2020-03-07;Géorgie;4;0;0;0.00;0.00;100.00
2020-03-07;Guyane Française;5;0;0;0.00;0.00;100.00
2020-03-07;Gibraltar;1;0;0;0.00;0.00;100.00
2020-03-07;Grèce;46;0;0;0.00;0.00;100.00
2020-03-07;Hong-Kong;108;2;51;1.85;47.22;50.93
2020-03-07;Croatie;12;0;0;0.00;0.00;100.00
2020-03-07;Hongrie;4;0;0;0.00;0.00;100.00
2020-03-07;Indonésie;4;0;0;0.00;0.00;100.00
2020-03-07;Irlande;18;0;0;0.00;0.00;100.00
2020-03-07;Israël;21;0;2;0.00;9.52;90.48
2020-03-07;Inde;34;0;3;0.00;8.82;91.18
2020-03-07;Iraq;54;4;0;7.41;0.00;92.59
2020-03-07;Iran;5823;145;1669;2.49;28.66;68.85
2020-03-07;Islande;50;0;0;0.00;0.00;100.00
2020-03-07;Italie;5883;233;589;3.96;10.01;86.03
2020-03-07;Jordanie;1;0;0;0.00;0.00;100.00
2020-03-07;Japon;461;6;76;1.30;16.49;82.21
2020-03-07;Cambodge;1;0;1;0.00;100.00;0.00
2020-03-07;Corée du Sud;7041;44;135;0.62;1.92;97.46
2020-03-07;Koweït;61;0;0;0.00;0.00;100.00
2020-03-07;Liban;22;0;1;0.00;4.55;95.45
2020-03-07;Liechtenstein;1;0;0;0.00;0.00;100.00
2020-03-07;Sri Lanka;1;0;1;0.00;100.00;0.00
2020-03-07;Lituanie;1;0;0;0.00;0.00;100.00
2020-03-07;Luxembourg;2;0;0;0.00;0.00;100.00
2020-03-07;Lettonie;1;0;0;0.00;0.00;100.00
2020-03-07;Maroc;2;0;0;0.00;0.00;100.00
2020-03-07;Monaco;1;0;0;0.00;0.00;100.00
2020-03-07;Macédoine;3;0;0;0.00;0.00;100.00
2020-03-07;Martinique;2;0;0;0.00;0.00;100.00
2020-03-07;Malte;3;0;0;0.00;0.00;100.00
2020-03-07;Macao;10;0;10;0.00;100.00;0.00
2020-03-07;Mexique;6;0;1;0.00;16.67;83.33
2020-03-07;Nigéria;1;0;0;0.00;0.00;100.00
2020-03-07;Malaisie;93;0;23;0.00;24.73;75.27
2020-03-07;Pays-Bas;188;1;0;0.53;0.00;99.47
2020-03-07;Norvège;147;0;0;0.00;0.00;100.00
2020-03-07;Népal;1;0;1;0.00;100.00;0.00
2020-03-07;Nouvelle-Zélande;5;0;0;0.00;0.00;100.00
2020-03-07;Oman;16;0;2;0.00;12.50;87.50
2020-03-07;Pérou;1;0;0;0.00;0.00;100.00
2020-03-07;Philippines;6;1;1;16.67;16.67;66.67
2020-03-07;Pologne;5;0;0;0.00;0.00;100.00
2020-03-07;Pakistan;6;0;0;0.00;0.00;100.00
2020-03-07;Palestine;22;0;0;0.00;0.00;100.00
2020-03-07;Portugal;20;0;0;0.00;0.00;100.00
2020-03-07;Qatar;8;0;0;0.00;0.00;100.00
2020-03-07;Roumanie;9;0;3;0.00;33.33;66.67
2020-03-07;Serbie;1;0;0;0.00;0.00;100.00
2020-03-07;Fédération de Russie;13;0;2;0.00;15.38;84.62
2020-03-07;Arabie Saoudite;5;0;0;0.00;0.00;100.00
2020-03-07;Suède;161;0;0;0.00;0.00;100.00
2020-03-07;Singapour;138;0;78;0.00;56.52;43.48
2020-03-07;Slovénie;7;0;0;0.00;0.00;100.00
2020-03-07;Slovaquie;1;0;0;0.00;0.00;100.00
2020-03-07;Saint-Marin;23;1;0;4.35;0.00;95.65
2020-03-07;Sénégal;4;0;0;0.00;0.00;100.00
2020-03-07;Thaïlande;50;1;31;2.00;62.00;36.00
2020-03-07;Togo;1;0;0;0.00;0.00;100.00
2020-03-07;Tunisie;1;0;0;0.00;0.00;100.00
2020-03-07;Taïwan;45;1;12;2.22;26.67;71.11
2020-03-07;États-Unis;417;17;8;4.08;1.92;94.00
2020-03-07;Ukraine;1;0;0;0.00;0.00;100.00
2020-03-07;Vatican;1;0;0;0.00;0.00;100.00
2020-03-07;Viet Nam;18;0;16;0.00;88.89;11.11
2020-03-07;Afrique du Sud;1;0;0;0.00;0.00;100.00
2020-03-07;Autres;696;6;40;0.86;5.75;93.39
2020-03-06;Autres;696;6;40;0.86;5.75;93.39
2020-03-06;Afrique du Sud;1;0;0;0.00;0.00;100.00
2020-03-06;Viet Nam;16;0;16;0.00;100.00;0.00
2020-03-06;Vatican;1;0;0;0.00;0.00;100.00
2020-03-06;Ukraine;1;0;0;0.00;0.00;100.00
2020-03-06;États-Unis;278;14;8;5.04;2.88;92.09
2020-03-06;Taïwan;45;1;12;2.22;26.67;71.11
2020-03-06;Tunisie;1;0;0;0.00;0.00;100.00
2020-03-06;Thaïlande;48;1;31;2.08;64.58;33.33
2020-03-06;Sénégal;4;0;0;0.00;0.00;100.00
2020-03-06;Togo;1;0;0;0.00;0.00;100.00
2020-03-06;Slovaquie;1;0;0;0.00;0.00;100.00
2020-03-06;Saint-Marin;21;1;0;4.76;0.00;95.24
2020-03-06;Singapour;130;0;78;0.00;60.00;40.00
2020-03-06;Slovénie;7;0;0;0.00;0.00;100.00
2020-03-06;Arabie Saoudite;5;0;0;0.00;0.00;100.00
2020-03-06;Suède;101;0;0;0.00;0.00;100.00
2020-03-06;Serbie;1;0;0;0.00;0.00;100.00
2020-03-06;Fédération de Russie;13;0;2;0.00;15.38;84.62
2020-03-06;Roumanie;9;0;1;0.00;11.11;88.89
2020-03-06;Qatar;8;0;0;0.00;0.00;100.00
2020-03-06;Palestine;16;0;0;0.00;0.00;100.00
2020-03-06;Portugal;13;0;0;0.00;0.00;100.00
2020-03-06;Pakistan;6;0;0;0.00;0.00;100.00
2020-03-06;Pologne;5;0;0;0.00;0.00;100.00
2020-03-06;Pérou;1;0;0;0.00;0.00;100.00
2020-03-06;Philippines;5;1;1;20.00;20.00;60.00
2020-03-06;Oman;16;0;2;0.00;12.50;87.50
2020-03-06;Nouvelle-Zélande;4;0;0;0.00;0.00;100.00
2020-03-06;Népal;1;0;1;0.00;100.00;0.00
2020-03-06;Norvège;108;0;0;0.00;0.00;100.00
2020-03-06;Pays-Bas;128;1;0;0.78;0.00;99.22
2020-03-06;Malaisie;83;0;22;0.00;26.51;73.49
2020-03-06;Nigéria;1;0;0;0.00;0.00;100.00
2020-03-06;Mexique;6;0;1;0.00;16.67;83.33
2020-03-06;Macao;10;0;10;0.00;100.00;0.00
2020-03-06;Macédoine;3;0;0;0.00;0.00;100.00
2020-03-06;Monaco;1;0;0;0.00;0.00;100.00
2020-03-06;Maroc;2;0;0;0.00;0.00;100.00
2020-03-06;Lettonie;1;0;0;0.00;0.00;100.00
2020-03-06;Luxembourg;2;0;0;0.00;0.00;100.00
2020-03-06;Lituanie;1;0;0;0.00;0.00;100.00
2020-03-06;Sri Lanka;1;0;1;0.00;100.00;0.00
2020-03-06;Liechtenstein;1;0;0;0.00;0.00;100.00
2020-03-06;Liban;22;0;1;0.00;4.55;95.45
2020-03-06;Koweït;58;0;0;0.00;0.00;100.00
2020-03-06;Corée du Sud;6593;42;135;0.64;2.05;97.32
2020-03-06;Cambodge;1;0;1;0.00;100.00;0.00
2020-03-06;Japon;420;6;46;1.43;10.95;87.62
2020-03-06;Jordanie;1;0;0;0.00;0.00;100.00
2020-03-06;Italie;4636;197;523;4.25;11.28;84.47
2020-03-06;Iran;4747;124;913;2.61;19.23;78.15
2020-03-06;Iraq;40;3;0;7.50;0.00;92.50
2020-03-06;Islande;43;0;0;0.00;0.00;100.00
2020-03-06;Inde;31;0;3;0.00;9.68;90.32
2020-03-06;Israël;21;0;2;0.00;9.52;90.48
2020-03-06;Irlande;18;0;0;0.00;0.00;100.00
2020-03-06;Indonésie;4;0;0;0.00;0.00;100.00
2020-03-06;Hongrie;2;0;0;0.00;0.00;100.00
2020-03-06;Croatie;11;0;0;0.00;0.00;100.00
2020-03-06;Hong-Kong;107;2;46;1.87;42.99;55.14
2020-03-06;Grèce;45;0;0;0.00;0.00;100.00
2020-03-06;Gibraltar;1;0;0;0.00;0.00;100.00
2020-03-06;Géorgie;4;0;0;0.00;0.00;100.00
2020-03-06;France;653;9;12;1.38;1.84;96.78
2020-03-06;Royaume-Uni;163;2;8;1.23;4.91;93.87
2020-03-06;Finlande;15;0;1;0.00;6.67;93.33
2020-03-06;Îles Féroé;1;0;0;0.00;0.00;100.00
2020-03-06;Égypte;15;0;1;0.00;6.67;93.33
2020-03-06;Espagne;400;5;2;1.25;0.50;98.25
2020-03-06;Estonie;10;0;0;0.00;0.00;100.00
2020-03-06;Équateur;13;0;0;0.00;0.00;100.00
2020-03-06;République Dominicaine;2;0;0;0.00;0.00;100.00
2020-03-06;Algérie;17;0;0;0.00;0.00;100.00
2020-03-06;Allemagne;670;0;17;0.00;2.54;97.46
2020-03-06;Danemark;23;0;1;0.00;4.35;95.65
2020-03-06;Costa Rica;1;0;0;0.00;0.00;100.00
2020-03-06;République Tchèque;18;0;0;0.00;0.00;100.00
2020-03-06;Colombie;1;0;0;0.00;0.00;100.00
2020-03-06;Chine;80573;3042;53888;3.78;66.88;29.34
2020-03-06;Chili;4;0;0;0.00;0.00;100.00
2020-03-06;Cameroun;1;0;0;0.00;0.00;100.00
2020-03-06;Suisse;214;1;3;0.47;1.40;98.13
2020-03-06;Canada;49;0;6;0.00;12.24;87.76
2020-03-06;Bhoutan;1;0;0;0.00;0.00;100.00
2020-03-06;Bélarus;6;0;0;0.00;0.00;100.00
2020-03-06;Saint Barthélemy;3;0;0;0.00;0.00;100.00
2020-03-06;Brésil;13;0;0;0.00;0.00;100.00
2020-03-06;Bahreïn;60;0;4;0.00;6.67;93.33
2020-03-06;Bosnie-Herzégovine;2;0;0;0.00;0.00;100.00
2020-03-06;Belgique;109;0;1;0.00;0.92;99.08
2020-03-06;Australie;60;2;21;3.33;35.00;61.67
2020-03-06;Azerbaïdjan;6;0;0;0.00;0.00;100.00
2020-03-06;Autriche;55;0;0;0.00;0.00;100.00
2020-03-06;Argentine;2;0;0;0.00;0.00;100.00
2020-03-06;Arménie;1;0;0;0.00;0.00;100.00
2020-03-06;Afghanistan;1;0;0;0.00;0.00;100.00
2020-03-06;Émirats Arabes Unis;29;0;5;0.00;17.24;82.76
2020-03-06;Andorre;1;0;0;0.00;0.00;100.00
2020-03-05;Émirats Arabes Unis;29;0;5;0.00;17.24;82.76
2020-03-05;Andorre;1;0;0;0.00;0.00;100.00
2020-03-05;Afghanistan;1;0;0;0.00;0.00;100.00
2020-03-05;Arménie;1;0;0;0.00;0.00;100.00
2020-03-05;Argentine;1;0;0;0.00;0.00;100.00
2020-03-05;Autriche;41;0;0;0.00;0.00;100.00
2020-03-05;Australie;55;2;21;3.64;38.18;58.18
2020-03-05;Azerbaïdjan;6;0;0;0.00;0.00;100.00
2020-03-05;Bosnie-Herzégovine;2;0;0;0.00;0.00;100.00
2020-03-05;Belgique;50;0;1;0.00;2.00;98.00
2020-03-05;Bahreïn;55;0;0;0.00;0.00;100.00
2020-03-05;Saint Barthélemy;3;0;0;0.00;0.00;100.00
2020-03-05;Brésil;4;0;0;0.00;0.00;100.00
2020-03-05;Bélarus;6;0;0;0.00;0.00;100.00
2020-03-05;Canada;37;0;6;0.00;16.22;83.78
2020-03-05;Suisse;114;1;3;0.88;2.63;96.49
2020-03-05;Chili;4;0;0;0.00;0.00;100.00
2020-03-05;Chine;80422;3013;52240;3.75;64.96;31.30
2020-03-05;Danemark;10;0;0;0.00;0.00;100.00
2020-03-05;République Dominicaine;1;0;0;0.00;0.00;100.00
2020-03-05;Algérie;12;0;0;0.00;0.00;100.00
2020-03-05;République Tchèque;12;0;0;0.00;0.00;100.00
2020-03-05;Allemagne;482;0;16;0.00;3.32;96.68
